video_id,Influencer/Mainstream,sentence_index,sentence_text,neg,neu,pos,compound,emo_anger,emo_anticipation,emo_disgust,emo_fear,emo_joy,emo_sadness,emo_surprise,emo_trust,emo_shannon_norm,emo_gini_simpson
oRdLvp6H3CU,2.0,9,- [Narrator] But how is this basket selected and used to calculate the CPI?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oRdLvp6H3CU,2.0,10,"And when shaping policy decisions, why does the Fed pay the most attention to a different index?",0.085,0.915,0.0,-0.1027,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.5,0.625
oRdLvp6H3CU,2.0,11,"(playful music) The department in charge of the index, the Bureau of Labor Statistics, or BLS, looks at several categories, each given a different importance to compute the month's percent change.",0.0,0.921,0.079,0.3612,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.25,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.896240625180289,0.8333333333333333
oRdLvp6H3CU,2.0,12,"Some of the most important categories are food, transportation and housing.",0.0,0.827,0.173,0.2716,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3060986113514965,0.4444444444444444
oRdLvp6H3CU,2.0,13,"- When you pull that all together, housing is a big, I mean, it's the biggest expense that we pay for out of pocket.",0.065,0.935,0.0,-0.1027,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5283208335737187,0.6666666666666667
oRdLvp6H3CU,2.0,14,"Rent, your mortgage, that's gonna be a hefty chunk more than anything else.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0
oRdLvp6H3CU,2.0,15,- [Narrator] The BLS gives each category its relative importance based on a survey of what consumers buy.,0.0,0.857,0.143,0.3612,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.33333333333333337,0.5
oRdLvp6H3CU,2.0,16,Keeping track of all of those items people spend money on and their prices changes month to month is the job of BLS's price checkers.,0.0,1.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.7505430557959409,0.7777777777777778
oRdLvp6H3CU,2.0,17,"The agency employs over 450 workers who track prices for up to 100,000 goods and services and 8,000 housing units every month based on the survey of what consumers are purchasing.",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
oRdLvp6H3CU,2.0,18,"To make sure products they are price tracking haven't changed, they compare the product to a list of data points from the month before.",0.0,0.905,0.095,0.3182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oRdLvp6H3CU,2.0,19,Sometimes that list can be up to 11 pages.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oRdLvp6H3CU,2.0,20,This process helps to ensure the CPI's accuracy.,0.0,0.536,0.464,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oRdLvp6H3CU,2.0,21,The BLS is basing those calculations off of an urban consumer paying out of pocket.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oRdLvp6H3CU,2.0,22,"The formula excludes non-direct spending, like payments from nonprofit organizations that provide services to households, Medicare and Medicaid, and employer-sponsored healthcare plans.",0.0,0.894,0.106,0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0
oRdLvp6H3CU,2.0,23,"But again, this is just an average.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oRdLvp6H3CU,2.0,24,(till beeping) Inflation affects different people differently.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.33333333333333337,0.5
oRdLvp6H3CU,2.0,25,"- How you feel inflation depends a lot on what's in your spending basket, and how that differs from the average person's as captured in the CPI.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0
oRdLvp6H3CU,2.0,26,"If you have to drive to work every day, you are feeling inflation a lot more than the person who has to take the Subway because the gas prices have gone up so much.",0.0,0.955,0.045,0.128,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.9825675930733636,0.8641975308641976
oRdLvp6H3CU,2.0,27,- [Narrator] And the index doesn't include everything.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oRdLvp6H3CU,2.0,28,"That's why some, like the Federal Reserve, prefer indexes they see as broader, like the Personal-Consumption Expenditures Price Index, or PCE.",0.0,0.792,0.208,0.6124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0
oRdLvp6H3CU,2.0,29,"- Over the 12 months, in April, total PCE prices, that's Personal-Consumption Expenditures Prices rose 6.3%.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oRdLvp6H3CU,2.0,30,"- [Narrator] One of the reasons the Fed prefers this index is that the CPI only transitions items in and out of the basket every two years, while the PCE changes its basket month to month based on consumer trends.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oRdLvp6H3CU,2.0,31,The variations in how CPI and PCE are calculated mean that the two indexes can reflect American inflation slightly differently but the Fed takes both into account.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5283208335737187,0.6666666666666667
oRdLvp6H3CU,2.0,32,- The Fed's monetary policy actions are guided by our mandate to promote maximum employment and stable prices for the American people.,0.0,0.798,0.202,0.5859,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3060986113514965,0.4444444444444444
oRdLvp6H3CU,2.0,33,- [Narrator] Looking at multiple indexes gives the Fed a broad picture of American inflation.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0
oRdLvp6H3CU,2.0,34,"- CPI's undoubtedly something that they're watching closely, especially the month-on-month movement, like that's an important gauge of it does this, inflation we're seeing, does it have momentum?",0.0,0.853,0.147,0.5106,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.5283208335737187,0.6666666666666667
oRdLvp6H3CU,2.0,35,"- [Narrator] And rising inflation of vital items, especially over long periods of time can cause more issues, like inflation becoming embedded in the economy.",0.0,0.815,0.185,0.6096,0.0,0.42857142857142855,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.6141236643923697,0.693877551020408
oRdLvp6H3CU,2.0,36,- We at the Fed understand the hardships that high inflation is causing.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0
oRdLvp6H3CU,2.0,37,"We're strongly committed to bringing inflation back down, and we're moving expeditiously to do so.",0.0,0.756,0.244,0.4939,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.33333333333333337,0.5
oRdLvp6H3CU,2.0,38,"- [Narrator] When inflation remains high for too long, consumers begin to change their behavior in ways that can keep prices elevated.",0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.16666666666666666,0.5974937501201928,0.6666666666666665
oRdLvp6H3CU,2.0,39,"- So for instance, like oh, my bills are getting really expensive, so I'm gonna ask for a raise and then your boss is like people seem to be willing to pay my higher prices, so I'll just give this person a raise and raise my prices.",0.029,0.855,0.115,0.6282,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5283208335737187,0.6666666666666667
oRdLvp6H3CU,2.0,40,That keeps inflation kind of chugging along in a way that can be eventually harmful for the economy.,0.0,1.0,0.0,0.0,0.125,0.0,0.125,0.25,0.125,0.125,0.0,0.25,0.8333333333333334,0.8125
oRdLvp6H3CU,2.0,41,"- [Narrator] By looking at changes to individual categories, like housing and food, consumers can learn specific information from the overall CPI.",0.0,0.889,0.111,0.3612,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.33333333333333337,0.5
oRdLvp6H3CU,2.0,42,"- That's gonna give you a sense of whether inflation is broadening, and that's really the concern right now for the economy.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.33333333333333337,0.5
oRdLvp6H3CU,2.0,43,- [Narrator] The CPI is a useful tool for economists and consumers alike.,0.0,0.775,0.225,0.4404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oRdLvp6H3CU,2.0,44,And it's a good indicator of whether inflation will begin to subside or whether it will become more embedded in the economy.,0.0,0.873,0.127,0.4404,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.7505430557959409,0.7777777777777778
oRdLvp6H3CU,2.0,45,(dramatic music) (items beeping),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.33333333333333337,0.5
KZJm-Bt4rSs,1.0,0,so right now if you got bruce bruce is a guy who wears sunglasses that's just who he is man okay have you got bruce over there right now he is freaking out about inflation because his wallet is empty and so bruce is going to be living a life with his hands up to the sky wondering what the heck happened and that is exactly why bruce is saying let's go brandon alrighty folks today we are going to explain why inflation is out of control here in the united states we're going to break it down along three axes we're going to talk about supply chain problems we're going to talk about government spending and we're going to talk about monetary inflation via the federal reserve this video is brought to you by our friends over at birch gold by the way this video is a pretty good reason why you might want to invest at least a little bit into precious metals okay so why don't we begin with joe biden's big excuse that is the supply chain when the pandemic happened factories everywhere shut down it is much easier to shut down a factory as it turns out than to spin it back up and the supply chains across the world are extraordinarily integrated in a way that they weren't for most of human history so for example according to some surveys in 2019 nearly 100 of major companies said that they had some part of their supply chain located in china well china had all of these jobs shipped over there right all the way over here because they have very few labor regulations because they have slave labor in some cases they have no environmental regulation so if you're going to create dye for example and then just dump the toxic waste into a river you ain't going to do that in europe you're not going to do that in the united states wealthy nations can afford to care about the environment china doesn't care so china just pollutes up the wazoo that means that if you're going to produce a manufactured good then you are generally going to be doing that in china if you're going to be doing innovation if you're going to be doing service industry stuff you're going to be doing that in the west and as the supply chain starts to become longer and longer in order to account for the differences between labor supplies and different countries you start to see massive integration between countries well when something shuts down in china that means that it's going to have an impact on whatever is the next factory that requires the input there's a very famous essay called i pencil came out in 1985 all about how a pencil is created they take the most simple object that you know of and think about how many different countries this thing has had to go through in order to get to you when you have a pencil you have the little eraser where's the rubber come from you have a little metal piece where does that come from you have the wood where is that coming from you have the paint on the outside where's that coming from you got the lead where's that coming from we'll now take complex product like a car and you're talking about maybe half a dozen or a dozen countries that the various parts have to come from in order to manufacture that well you shut down not one factory but many factories all at the same time because of covid it's gonna be very difficult to spin that back up so you're gonna see a real shock in terms of the supply that is available to deal with the demand now when the pandemic hit what people were mostly concerned about is that demand would completely disappear and you get a worldwide depression because people just would not buy anything ever again nobody had a job nobody had any money nobody knew exactly what to do and nothing like this had really happened in modern history before certainly not on a global scale the way that this did and you combine that with the long tail of regulations that have existed in the west with for example the port so in the united states the unions in the united states have bargained particularly on the west coast to shut down the ports for certain numbers of hours per day you have real problems with how containers fit on ships and what sort of containers fit on trucks and what happens if they can't fit into the ports properly and so what you end up with is at every place in the supply chain real delays let's say that you have a factory in china and it is manufacturing a product and it has to make its way around over to india where it's used as an input and now it's going to get shipped to brazil for another input and then that is going to get shipped over to say the east coast of the united states where it then has to travel across the country if at every point here you have a delay you're going to end up with a really really big delay one of the big shortages that's occurred here is in semiconductors because it's difficult to produce semiconductors because the technological innovation that is associated with semiconductors is largely in eastern asia and 92 of all advanced semiconductors are produced in taiwan another six percent are produced over in in south korea and when you have a shortage in semiconductors that means that new cars become incredibly expensive this is why no one can get a new car now this is why used cars are pricing above new cars so the problems of supply chains are very very real and they're not is of course very silly to also pretend as joe biden did that he can just get the ports working 24 hours a day and that fixes it obviously is not going to do it but if this were just a supply chain issue then again it would apply to europe the same as it's applying to the united states and it doesn't which brings us to issue number two how the united states decided to spend during this pandemic and the answer is we spent more money than anyone has ever seen in the history of humanity if you draw a chart of the national debt of the united states here is what it's going to look like okay then 2021 happens the pandemic and our national debt is now off the chart it's gone okay so in the past year and a half we had about seven trillion dollars to the national debt from 2020 to 2021 we added seven trillion dollars to the national debt we spent more money than has ever been seen by god or man the idea was that the federal government was going to pay everybody to stay home they were going to pay them hundreds of dollars per week to stay home that lasted all the way from march 2020 all the way until september of 2021 these extended unemployment benefits for example what did this do they told people why don't you stay home people did people who were working took the money and they pocketed it by the end of the pandemic people had more money in the bank more wealth in the bank than they had at the beginning of the pandemic while many of them were not working we also suspended mortgages we suspended rents we did all of these things we blew out the spending in extraordinary extraordinary ways we did all of this while producing no product so we just it was helicopter money we just dropped money on millions and hundreds of millions of people while simultaneously putting small businesses out of business by telling people they couldn't go to a restaurant they couldn't go to a small mom-and-pop store you could go to a big chain store because after all you had to shop but you couldn't go to like a small mom and pop store so all those places went out of business but here's a check to compensate you for your trouble so what are you doing that's much more money chasing much less product what does that do that creates inflation so that's factor number two which is how much money the government spent this also means that if bruce is looking at future inflation and bruce is also looking for maybe just a little bit of that hard asset that has never been worth zero gold from our good friends over at birch one way that people have historically protected against the predations of the market and inflation has been precious metals 40 years ago ronald reagan saw massive inflation unlike anything the country had seen before that's super high inflation we're talking like 10 15 20 inflation and um and now uh oh in reagan's own words inflation is as violent as a mugger as frightening as an armed robber as deadly as a hitman right now your retirement accounts are under attack thanks to the inflationary policies of this administration so if you haven't yet called birch gold i'm asking you why not those are the people i trust to help you diversify your 401k and ira into gold birch gold has your life vest against the rising waters let them help you convert an ira or 401k into a tax sheltered ira in gold with thousands of satisfied customers an 8 plus rating with the better business bureau you can trust birch gold to protect your savings text ben 298 98.98 and a free information kit on gold today and for a limited time when you buy birch gold will send you a signed copy of my brand new book the authoritarian moment text ben 98 98.98 to get your free information kit right now next and finally we get to the activity of the federal reserve under jerome powell and company so these big boys come in and they decide you know what we need to not only temporarily backstop the economy we need to just superheat superheat the economy so you understand at the very beginning that the federal reserve which had not experienced as we say serious inflation in the united states for 40 years for 40 years the idea of inflation had become sort of a thing of the past so much so that there were people on the left who were suggesting that there was something called modern monetary theory you could literally spend as much money as you could possibly want and it would do no damage you would not get major inflation you would never have to pay it off it would be totally fine right this was an actual viable theory like two years ago elizabeth warren was promoting it and now it becomes clear that we've got this over here okay so what did jerome powell do he made a mistake he thought that if there was inflation it would be temporary because after all the demand that he had artificially created would eventually be met by the supply and now that relied on a couple of things one it relied on actual solving of the supply chain problem which we've discussed before but also it relied on the idea that things weren't being overvalued simply by the fact that there was so much money swimming around in the economy okay so the basic idea here is that the lending rate to the banks was was zero right it was free it was free for the federal for the banks to lend each other money and for the banks to to borrow money from the federal all that was zero okay so what that did is it led to an enormous amount of the bank taking out money and then investing in products that they wouldn't normally invest in so for example carnival cruises goes down right six billion dollars or six billion dollars on a stock price because the cruises are going to be shut down for a couple of years instead of carnival going bankrupt basically the federal reserve tells the banks we will back your play so the federal reserve starts buying up assets like never before in human history the federal reserve is currently holding nine trillion dollars in assets nine trillion dollars in assets okay they do this by buying up all sorts of product from the bank and then injecting a bunch of money to the banks which the banks then lend out at very low rates of interest this spurs demand it's first investment it means that you're going to get an inflated stock market bubble you get an inflated real estate bubble but jerome powell kept saying that the inflation was temporary the supply chains would clear up the overspending would would eventually kind of work its way out and the market is sort of like a bump in a snake moving back toward the rear of the snake and eventually everything would clear out well the problem is that the combination of all of these factors buying up nine trillion dollars in assets and sending all this cash into the system which is then being distributed out to a business and being distributed out to a mortgage and being distributed out to an individual right all that money that's out there is then inflating all the pricing so bottom line is what you end up with is is a three-factor disaster area that leads to long-lasting inflation factor number one supply chain factor number two overspending factor number three the fed okay that combo is going to create superheated inflation which is why you see it in the us but you don't really see it as much over in europe so when joe biden says it's just the supply chain that's not correct it's overspending it's the fed it's not just me saying this it's former obama administration under secretary of the treasury stephen ratner okay there are a lot it's larry summers this is not merely a supply chain phenomenon it is also overspending it's also the fed which is why when joe biden says what we really really need to do is spend more money all he's doing is making this worse when he says what if we had the fed continue to set the rates really really low all that is doing is making this worse now to jerome powell's credit and to the credit of the federal reserve they're now trying to bring this down right they're trying to get they're going to try to divest themselves with those nine trillion dollars in assets they're going to raise the overnight interest rates in order to ensure that less money goes into the system they're going to try and suck money out of the system and put those assets back into the system okay all of that is going to lower the phenomenon of monetary inflation there's only one really big problem in the long run supply chains will iron themselves out they will there's one really big problem and that one's this one and the fact is that one ain't going away that's not going away as we suggested when you have 30 trillion dollars in national debt that means the interest payments on the debt are going to comprise an enormous chunk of your budget in future years it means you're gonna have to raise taxes it means you're gonna have to pay people back somehow okay how are you gonna do that the answer is probably economic stagnation that's what i am afraid of i'm not as concerned about inflation being a long lasting phenomenon it'll get cleared up may take a year might take two years but in the end what we did here is we completely reshaped the nature of the economy in the united states we made ourselves way more dependent on the government not only did we make ourselves way more dependent on the government we spent more money has ever been spent in human history we've set a new baseline on what kind of things we will spend money on if that continues you're going to see low growth from here out into the future that's the real danger so as inflation clears up watch for stagnation to set in,0.064,0.835,0.1,0.9983,0.11491442542787286,0.1491442542787286,0.044009779951100246,0.17114914425427874,0.1198044009779951,0.09046454767726161,0.09046454767726161,0.2200488997555012,0.958948819521616,0.8541794943837017
q5dy-NtVeF0,1.0,0,this video is sponsored by one dream stay tuned for a special offer for arvanash viewers you probably know this familiar story in the beginning the universe was packed tightly together into a point of infinite density it then exploded into the universe we see today this is commonly thought of as the big bang astrophysicists will tell you that this image we have of the big bang is incorrect first there was no explosion like a grenade where all kinds of shrapnel goes flying away there was no substance like stars or galaxies or even atoms that went flying the entire universe itself expanded and became bigger atoms only coalesced a few hundred thousand years later as temperatures cooled and larger structures took much longer to form the big bang was not when the universe had zero size or infinite density it is just a moment in time when the universe was very hot and very dense and the big bang did not happen at some special point in space but everywhere in the known universe at the same time and contrary to popular belief the big bang model is not a theory of how the universe began science doesn't currently tell us how or why the universe came to exist or what caused it to start expanding the big bang model is about events that happened in the early universe which led to the universe we observed today that history is well understood and has been verified by evidence that we can observe even today 13.8 billion years later but up until the 1980s this model failed to explain some other observed properties of the universe which remained puzzles like why is it so homogeneous why its geometry appears flat and why there are no magnetic monopoles along came the theory of cosmic inflation proposed by alan guth and others which solved many of these puzzles and is today considered by most physicists to be a standard part of early big bang cosmology what is this theory of inflation how does it solve some of the most nagging cosmological puzzles and what caused it to happen that's coming up right now today the evidence for the big bang model is so strong that virtually no scientists seriously disputes that it's an accurate description of the history of our observable universe but some observations leading up to the 1970s had found some mysteries that the model in its original form could not account for in order to develop into the universe that we see today the early universe had to have some very specific properties some of which seemed implausible with the early big bang model specifically the questions left unanswered in the model were why was the early universe so uniform why is the universe so close to being geometrically flat and why do we not see any magnetic monopoles which could theoretically exist in 1981 american physicist alan guth wrote a paper in which he proposed the idea of cosmic inflation which could solve these apparent mysteries this is not the kind of inflation that makes your money worth less it means a sudden expansion the simplest version of the theory of inflation says that the universe expanded exponentially fast faster than the speed of light near its earliest history from what is believed to be the beginning of the universe from about 10 to the negative 36 seconds after the big bang to 10 to the negative 32 seconds during this time it expanded a factor of at least 10 to the 78 going from being very small to being exponentially large in comparison you might be thinking i thought things couldn't move faster than the speed of light einstein's theory of special relativity shows that this speed limit applies to things moving within space but not the expansion of space itself so this is permissible note that not all physicists agree that the beginning that is the point when time first started t equals zero is the same as the beginning of the big bang some physicists believe that the big bang happened after inflation around 10 to the negative 12 seconds also note that some descriptions of inflation say something like the universe started out smaller than an atom and then expanded to the size of a grapefruit you should keep in mind that these analogies can be misleading because they imply that the universe has an edge it doesn't there's only the universe and nothing else there is no outside and while we're at it let's dispel some other common misunderstandings about the beginning of the universe the idea that the universe started from a singularity that is a point of infinite density and heat is not correct it's purely due to mathematical extrapolation it's like getting a zero in the denominator of a mathematical equation it is undefined and represents the limit of our knowledge a singularity is probably not a physical thing and is really not what the big bang theory says it is part of the standard model of cosmology basically what the theory says is that the universe today is bigger than it was yesterday and is much bigger than it was a billion years ago so as you extrapolate back the universe gets smaller and smaller denser and denser and hotter and hotter so as you keep going you get to a very small volume of space which is very dense and very hot at some point in this extrapolation our equations stop working because the volume becomes zero but there were probably some other laws of physics that applied at this stage perhaps some kind of quantum gravity that is gravity at infinitesimally small scales we don't have such a theory yet this is something that physicists are feverishly working on along the same lines the universe today is expanding but galaxies aren't actually moving at that expansion rate only the space between galaxies is becoming larger and only on very large scales gravity also plays a role so that on smaller scales gravity still holds stars together within a galaxy and certain nearby galaxies are still attracted to each other like the andromeda galaxy is to our milky way galaxy while the whole universe may come from a tiny volume of space cosmic inflation would have caused all points within that space to expand and this expansion or inflation happened everywhere in space there is no center of the universe or location every point moved away from every other point expansion faster than the speed of light during inflation also means that these points while they may have been causally connected initially would have moved apart after inflation such that they became causally disconnected this is because causality is limited to the speed of light no information can travel faster than the speed as a consequence of this there are certain parts of the universe that we will never be able to see or detect in any way because any light or gravity coming from it will never reach us now let's see how inflation could explain the three problems of the big bang model the observed homogeneity the flatness issue and no observed magnetic monopoles issue when we look out into space we see that the universe on large scales is pretty much uniform the universe is extremely homogeneous and isotropic which is just a physics jargon for saying it appears roughly the same everywhere you look this can also be seen in the cosmic microwave background or cmb where the tiny differences you see on this image represent temperature fluctuations of at most only 0.0001 kelvin or less than one ten thousandth of one degree to see how inflation explains why the early universe was so uniform let's imagine that before inflation the universe was completely random maybe in one place the density was very high and a fraction of a millimeter off to the side the density was very low you can imagine it like the surface of a deflated balloon there may be tiny imperfections like different thicknesses and wrinkles randomly distributed on it now imagine that this balloon is suddenly inflated to a very large size a tiny fraction of a second later the wrinkle in the balloon surface gets smoothed out any density differences of the balloon's skin become diluted this is analogous to what happened during inflation as a tiny volume increased by at least 10 to the 78x now let's look at the flatness problem imagine living like an ant on the surface of a very small balloon it would be a two dimensional world but if the balloon was tiny enough it might be obvious to you that this surface was curved and that you were living in a closed or curved universe however if that ball was expanded to the sides of the earth it would appear flat to you even though it is still a sphere on much larger scales now scale that up to human size and the ball being much larger than even the observable universe to you it would appear to be flat as far as you could see even though it might have been obviously curved to start with inflation stretches any initial curvature of the three-dimensional universe to near flatness we don't know if the universe is 100 flat but if there is curvature it is so small that we can't measure it with our current technology note that when i say curvature it would be an overall curvature of the universe in four dimensions this is not easy to visualize so we have to visualize it as a 3d curvature of a 2d balloons surface a closed curvature for the universe would mean that two parallel lines would eventually converge in our 3d universe just like two parallel lines on the 2d surface of a balloon converge how does inflation solve the monopole problem the fact that we can observe no magnetic monopoles in the universe well monopoles can only theoretically form at very high temperatures the kinds of temperatures that were only present during the big bang but once they formed they should be stable enough to survive the idea is that inflation would have quickly cooled down the universe because of rapid expansion and only monopoles created prior to inflation would then continue to exist in the universe but during inflation the density of monopoles would drop exponentially so their abundance would drop to undetectable levels because they would exist in such low densities imagine that just before inflation there were a thousand monopoles and they were all packed into a cubic meter of space a fraction of a second later those monopoles were spread out in a region 10 to the 78 cubic meters across this would make them so rare that we may never detect them now as the cmb attests the universe is not completely smooth we can see that there are small imperfections small temperature differences this is called the anisotropy of the cosmic microwave background you might say well doesn't this ruin the idea of inflation if the universe isn't completely uniform no these small anisotropies are exactly what we would expect inflation only makes the large scales like the cmb look uniform but the small anisotropics can actually explain the origin of the observed structure in the universe prior to inflation the universe we see today was microscopic the quantum fluctuations within the density of matter could have expanded to astronomical scales during inflation and this is what we see across the universe as the higher density regions condensed into stars galaxies and galaxy clusters now the big question you may be asking is how did the universe start what was responsible for inflation this is not well understood it is thought that there may have been a scalar inflation field during the time of the big bang now what is a scalar field as an analogy imagine a room with a fireplace in it every point in that room will have a temperature associated with it so if you were to measure the temperature anywhere in that room it will have some kind of distribution we would be measuring just a magnitude of the temperature this is akin to a scalar field it has only a magnitude now imagine that same room with a giant magnet in the middle of it every point in that room will have a magnetic field which will not only have a magnitude but also a direction in other words if you had a charged particle or small magnet somewhere in that room that object would experience a force that has not only a magnitude but also a different direction depending on its location in the room this is like a vector field it has a magnitude and a direction magnetic fields and gravitational fields are vector fields like this the higgs field and the inflation field are scalar fields analogous to the temperature in the room from a theoretical point of view assuming that an inflation field existed we can show this field with the following diagram in the very early very hot universe the inflation field would have had some value at a point a this would have been the lowest energy density that the field could be in at that high temperature and energies of the universe at that time the theoretical inflatance or particles of the inflation field would have remained at this point however point a would not have been the true vacuum but a false vacuum because as temperatures cooled the field formed a lower energy potential at point c since a was not the lowest point in terms of energy density it is called a false vacuum the natural place for the field to be as the universe cooled and got to lower temperatures and energies was actually c the lowest energy density of the field all natural systems tend towards their lowest energy state so when the inflation field is stuck at a it will tend towards c but before it can get there it has to overcome a small barrier b this can be accomplished with the help of quantum tunneling this can allow the field to overcome the barrier at b and drop down to its lowest energy state at c when the energy difference between point a and point c becomes very large larger than any other energy in the universe inflation starts and when the field reaches the lowest minimum energy density in the potential at point c inflation comes to a stop this is a very short process because as i said earlier inflation lasts only from about 10 to the negative 36 seconds to about 10 to the negative 32 seconds after the beginning so the scalar field causes the almost instantaneous exponential expansion that we call cosmic inflation as this field reaches its lowest potential inflation ends and it decays into other fields and particles after this event the universe continues to expand but in the slower way that the original big bang model described so inflation theory solved several problems in one fell swoop in my next video i'll cover an even more fascinating aspect of inflation and that is the theory of eternal inflation this theory if correct would mean that our universe is but one of a near endless myriad of universes most of which are unimaginably bigger than ours this could also actually explain why our universe is like the way it is so stay tuned for that i'd like to give a big shout out to professor gary felder of smith college who inspired this video he has a wonderful course on one dream today's sponsor it's a detailed college-level 12-part course on the big bang theory including cosmic inflation and all its implications if my video has tickled some curious bones in your body and you want to learn much more about this subject and cosmology in general in my opinion you're not going to find any lecture series more comprehensive and easier to understand than this course on one dream this is why i've been a member of one dream for a long time i couldn't recommend them more you'll even see my testimonial at the bottom of one dream's homepage it's really easy to sign up right now because they are offering a free trial and you can cancel at any time so you have nothing to lose and a lot to gain you can greatly expand the depth of your knowledge about not only the big bang but also a host of other subjects so be sure to click the link in the description one dream dot com forward slash arvin that's wonderium.com arvin and you'll be supporting this channel when you do so so i thank you for that and if you have any questions or comments from me or other viewers please leave them in the comment section i try to look at all of them i'll see you in the next video my friend [Music] you This video is sponsored by Wondrium.,0.054,0.862,0.084,0.998,0.09593023255813954,0.11337209302325581,0.07848837209302326,0.2180232558139535,0.055232558139534885,0.13372093023255813,0.10755813953488372,0.19767441860465115,0.9583374983818947,0.8526737425635479
q5dy-NtVeF0,1.0,1,Stay tuned for a special offer for Arvin Ash viewers.,0.0,0.748,0.252,0.4019,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0
q5dy-NtVeF0,1.0,2,"You probably know this familiar story: In the beginning, the universe was packed tightly together into a point of infinite density.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0
q5dy-NtVeF0,1.0,3,It then exploded into the universe we see today.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q5dy-NtVeF0,1.0,4,"This is commonly thought of as the ""Big Bang.""",0.0,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.861654166907052,0.8333333333333334
q5dy-NtVeF0,1.0,5,Astrophysicists will tell you that this image we have of the Big Bang model is incorrect.,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.7739760316291209,0.7999999999999999
